Age,Sex,Method_of_payment,Fidelizacion_media,Discount,Times_per_week,Favorite_class,Income,Current_membership,Fidelizacion_alta
0.20512820512820518,1.0,0.5,0.0,0.0,0.025,1.0,0.0,1.0,0.0
0.9999999999999999,0.0,0.5,0.0,0.0,0.025,1.0,0.062293880542323196,0.8076923076923077,0.0
0.3846153846153846,0.0,0.5,1.0,0.0,0.0,0.42857142857142855,0.021986075485525832,0.0,1.0
0.3846153846153846,0.0,0.0,1.0,0.1141422212076247,0.07500000000000001,0.8571428571428571,0.6594210333455478,0.3076923076923077,1.0
0.4358974358974359,0.0,0.5,1.0,0.0,0.07500000000000001,0.8571428571428571,0.5256577500916086,0.11538461538461539,1.0
0.41025641025641024,0.0,0.5,0.0,0.05707111060381235,0.07500000000000001,0.42857142857142855,0.1797361670941737,0.2692307692307693,0.0
0.3846153846153846,0.0,0.5,0.0,0.1141422212076247,0.15000000000000002,0.8571428571428571,0.05478197141810187,0.38461538461538464,0.0
0.46153846153846156,0.0,0.0,1.0,0.1141422212076247,0.125,0.42857142857142855,0.7150054965188714,0.2692307692307693,1.0
0.5128205128205128,1.0,0.0,1.0,0.1141422212076247,0.1,0.42857142857142855,0.7192194943202638,0.2692307692307693,1.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,1.0,0.03664345914254306,0.0,0.0
0.41025641025641024,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.03627702455111762,0.0,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.275,0.42857142857142855,0.028948332722609015,0.8076923076923077,0.0
0.3846153846153846,1.0,0.5,0.0,0.0,0.2,0.42857142857142855,0.028948332722609015,0.8076923076923077,0.0
0.28205128205128205,1.0,0.5,0.0,0.0,0.025,0.8571428571428571,0.16672773909857092,0.38461538461538464,0.0
0.33333333333333337,0.0,0.5,0.0,0.0,0.07500000000000001,0.8571428571428571,0.1703920850128252,0.38461538461538464,0.0
0.2564102564102564,0.0,0.0,1.0,0.08058440817258303,0.1,0.42857142857142855,0.5127152803224625,0.8076923076923077,1.0
0.28205128205128205,0.0,1.0,0.0,0.0,0.325,0.8571428571428571,0.06009527299377061,0.8846153846153847,0.0
0.3076923076923077,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.48491388787101497,0.8846153846153847,1.0
0.33333333333333337,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.5930377427629169,0.8846153846153847,1.0
0.41025641025641024,0.0,0.5,1.0,0.0,0.05,0.8571428571428571,0.5789666544521803,0.8846153846153847,1.0
0.41025641025641024,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.6605862953462807,0.11538461538461539,1.0
0.3846153846153846,1.0,0.5,0.0,0.0,0.025,0.7142857142857142,0.0,1.0,0.0
0.3846153846153846,1.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.012704287284719678,0.38461538461538464,0.0
0.17948717948717952,1.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.40307805056797363,0.11538461538461539,1.0
0.20512820512820518,0.0,1.0,0.0,0.0,0.025,0.8571428571428571,0.0348112861854159,0.3076923076923077,0.0
0.3846153846153846,0.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.023818248442652987,0.38461538461538464,0.0
0.4358974358974359,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.023818248442652987,0.38461538461538464,0.0
0.4358974358974359,1.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.5508318065225357,0.3076923076923077,1.0
0.3076923076923077,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.3371198241113961,0.38461538461538464,1.0
0.33333333333333337,0.0,0.5,0.0,0.0,0.0,0.7142857142857142,0.02015390252839868,0.576923076923077,0.0
0.923076923076923,0.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.3451813851227556,0.38461538461538464,1.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.01905459875412239,0.38461538461538464,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,1.0,0.010993037742762916,0.7692307692307693,0.0
0.2564102564102564,1.0,0.5,1.0,0.0,0.025,1.0,0.03627702455111762,0.2692307692307693,1.0
0.3589743589743589,0.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.5760828142176622,0.3076923076923077,1.0
0.41025641025641024,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.39149871747893006,0.8846153846153847,1.0
0.33333333333333337,1.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.01282521069989007,0.38461538461538464,0.0
0.23076923076923073,1.0,0.5,0.0,0.0,0.05,0.8571428571428571,0.02565042139978014,0.38461538461538464,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,1.0,0.01902894833272261,0.8846153846153847,0.0
0.23076923076923073,1.0,0.5,0.0,0.1141422212076247,0.0,0.8571428571428571,0.01282521069989007,0.38461538461538464,0.0
0.3076923076923077,1.0,0.5,0.0,0.0,0.4,0.8571428571428571,0.28432759252473433,0.3076923076923077,0.0
0.17948717948717952,1.0,0.5,0.0,0.0,0.2,0.8571428571428571,0.1703920850128252,0.7307692307692308,0.0
0.46153846153846156,1.0,0.5,0.0,0.0,0.025,1.0,0.01282521069989007,0.38461538461538464,0.0
0.4358974358974359,0.0,0.5,0.0,0.040292204086291514,0.0,0.8571428571428571,0.030047636496885306,0.8846153846153847,0.0
0.3846153846153846,1.0,0.5,0.0,0.0,0.05,0.14285714285714285,0.01282521069989007,0.38461538461538464,0.0
0.6666666666666666,0.0,0.5,1.0,0.0,0.0,0.5714285714285714,0.04030780505679736,0.0,1.0
0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0861744228655185,0.11538461538461539,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,1.0,0.02015390252839868,0.576923076923077,0.0
0.6666666666666666,0.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.4009417368999634,0.576923076923077,1.0
0.3846153846153846,0.0,0.5,1.0,0.0,0.025,0.8571428571428571,0.29314767314034446,0.38461538461538464,1.0
0.15384615384615385,0.0,1.0,0.0,0.0,0.025,0.8571428571428571,0.11817515573470136,0.576923076923077,0.0
0.3076923076923077,1.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.5848296079149872,0.3076923076923077,1.0
0.6923076923076922,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.6016123122022718,0.8846153846153847,1.0
0.17948717948717952,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.6826676438255771,0.3076923076923077,1.0
0.3846153846153846,1.0,0.5,0.0,0.040292204086291514,0.025,1.0,0.05386588493953829,0.38461538461538464,0.0
0.4358974358974359,1.0,0.5,1.0,0.1141422212076247,0.0,0.8571428571428571,0.03627702455111762,0.0,1.0
0.3846153846153846,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.6867240747526566,1.0,1.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,1.0,0.023818248442652987,0.38461538461538464,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,0.8571428571428571,0.09527299377061195,0.38461538461538464,0.0
0.3076923076923077,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.6833272260901428,0.34615384615384615,1.0
0.3846153846153846,0.0,0.5,1.0,0.0,0.025,0.14285714285714285,0.042139978013924516,0.11538461538461539,0.0
0.5128205128205128,0.0,0.5,0.0,0.0,0.05,0.8571428571428571,0.10864785635764015,0.3076923076923077,0.0
0.41025641025641024,0.0,0.0,0.0,0.9999999999999999,0.125,0.8571428571428571,0.3031806522535727,0.38461538461538464,0.0
0.33333333333333337,0.0,0.5,0.0,0.0,0.05,0.8571428571428571,0.1524367900329791,0.8846153846153847,0.0
0.4871794871794871,0.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.4628068889703188,0.8846153846153847,1.0
0.3846153846153846,1.0,1.0,0.0,0.0,0.025,1.0,0.0,1.0,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.04030780505679736,0.576923076923077,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.05,0.2857142857142857,0.07145474532795895,0.38461538461538464,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,0.42857142857142855,0.12458776108464639,0.576923076923077,0.0
0.28205128205128205,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.5884939538292415,0.8846153846153847,1.0
0.41025641025641024,0.0,0.0,1.0,0.0,0.07500000000000001,0.42857142857142855,0.6643459142543056,0.2692307692307693,1.0
0.4358974358974359,1.0,0.5,0.0,0.0,0.025,0.8571428571428571,0.10223525100769512,0.11538461538461539,0.0
0.3846153846153846,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.10313301575668743,0.576923076923077,1.0
0.33333333333333337,1.0,0.0,1.0,0.1141422212076247,0.025,0.8571428571428571,0.4686698424331257,0.38461538461538464,1.0
0.41025641025641024,0.0,0.0,1.0,0.1141422212076247,0.05,0.8571428571428571,0.5218395016489557,0.8846153846153847,1.0
0.3076923076923077,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.3992964455844632,0.0,1.0
0.3846153846153846,1.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.02015390252839868,0.576923076923077,0.0
0.8974358974358975,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.12080615610113594,0.8846153846153847,1.0
0.10256410256410253,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.03835104433858556,1.0,0.0
0.41025641025641024,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.028948332722609015,0.8076923076923077,0.0
0.3076923076923077,1.0,0.0,1.0,0.1141422212076247,0.025,0.8571428571428571,0.5124551117625504,0.23076923076923078,1.0
0.3589743589743589,1.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.5830084279956028,0.8846153846153847,1.0
0.3589743589743589,0.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.470908757786735,0.8846153846153847,1.0
0.2564102564102564,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.03681934774642726,0.7307692307692308,0.0
0.3846153846153846,1.0,0.5,1.0,0.0,0.0,0.8571428571428571,0.02015390252839868,0.576923076923077,1.0
0.41025641025641024,1.0,0.5,1.0,0.0,0.025,0.8571428571428571,0.6020593624038109,0.8846153846153847,1.0
0.3076923076923077,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.5777574203004764,0.38461538461538464,1.0
0.8205128205128206,0.0,0.5,0.0,0.0,0.025,1.0,0.0,1.0,0.0
0.3589743589743589,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.040721876145108096,0.38461538461538464,0.0
0.33333333333333337,1.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.5870282154635398,0.8846153846153847,1.0
0.3589743589743589,1.0,1.0,0.0,0.0,0.05,0.8571428571428571,0.06223525100769513,0.38461538461538464,0.0
0.41025641025641024,0.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.527607182117992,0.8846153846153847,1.0
0.6666666666666666,0.0,0.0,1.0,0.0,0.025,0.42857142857142855,0.5787284719677537,0.8076923076923077,1.0
0.717948717948718,1.0,0.5,0.0,0.0,0.0,0.42857142857142855,0.08427995602784903,0.11538461538461539,0.0
0.3589743589743589,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.4938585562477098,0.38461538461538464,1.0
0.46153846153846156,1.0,0.5,0.0,0.0,0.05,0.8571428571428571,0.105533162330524,0.8846153846153847,0.0
0.3076923076923077,0.0,0.5,1.0,0.0,0.0,0.8571428571428571,0.029904727006229388,0.576923076923077,0.0
0.46153846153846156,0.0,1.0,0.0,0.0,0.05,0.8571428571428571,0.06253206302674973,0.11538461538461539,0.0
0.6923076923076922,1.0,0.5,0.0,0.0,0.025,0.7142857142857142,0.029314767314034443,0.8846153846153847,0.0
0.28205128205128205,0.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.6703481128618541,0.6538461538461539,1.0
0.3589743589743589,1.0,0.5,0.0,0.0,0.05,0.5714285714285714,0.029256137779406378,0.576923076923077,0.0
0.41025641025641024,1.0,0.5,1.0,0.0,0.07500000000000001,0.8571428571428571,0.39042872847196775,0.46153846153846156,1.0
0.6153846153846153,1.0,0.0,1.0,0.0,0.05,0.42857142857142855,0.6026419934041773,0.8076923076923077,1.0
0.28205128205128205,1.0,0.5,1.0,0.0,0.0,0.8571428571428571,0.04030780505679736,0.0,1.0
0.41025641025641024,1.0,0.0,1.0,0.0,0.15000000000000002,0.8571428571428571,0.42725174056430926,0.46153846153846156,1.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,1.0,0.014657383657017221,0.7692307692307693,0.0
0.3846153846153846,1.0,1.0,0.0,0.0,0.05,0.8571428571428571,0.10295712715280324,0.3076923076923077,0.0
0.5897435897435898,0.0,0.0,0.0,0.0,0.17500000000000002,0.8571428571428571,0.22169292781238548,0.576923076923077,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,0.8571428571428571,0.02015390252839868,0.576923076923077,0.0
0.46153846153846156,0.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.0815316965921583,1.0,0.0
0.8717948717948717,1.0,0.5,0.0,0.0,0.07500000000000001,0.8571428571428571,0.18028581898131182,0.8846153846153847,0.0
0.3846153846153846,1.0,0.5,0.0,0.0,0.0,0.8571428571428571,0.01832172957127153,0.11538461538461539,0.0
0.3846153846153846,0.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.5185049468669842,0.46153846153846156,1.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,0.8571428571428571,0.12092341517039208,0.38461538461538464,0.0
0.28205128205128205,0.0,0.0,0.0,0.0,0.025,0.8571428571428571,0.17955294979846098,0.576923076923077,0.0
0.3846153846153846,0.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.02015390252839868,0.576923076923077,0.0
0.3846153846153846,1.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.5584463173323562,0.8846153846153847,1.0
0.3846153846153846,0.0,0.5,1.0,0.0,0.025,1.0,0.02015390252839868,0.576923076923077,1.0
0.3076923076923077,1.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.4305606449248809,0.38461538461538464,1.0
0.2564102564102564,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.4305606449248809,0.38461538461538464,1.0
0.4358974358974359,1.0,0.5,0.0,0.0,0.025,0.42857142857142855,0.042139978013924516,0.11538461538461539,0.0
0.5128205128205128,0.0,0.5,1.0,0.1141422212076247,0.07500000000000001,0.8571428571428571,0.49743495786002195,0.23076923076923078,1.0
0.10256410256410253,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0971051667277391,0.38461538461538464,0.0
0.23076923076923073,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.35001099303774275,0.576923076923077,1.0
0.3846153846153846,0.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.01282521069989007,0.7307692307692308,0.0
0.3846153846153846,0.0,0.0,1.0,0.1141422212076247,0.07500000000000001,0.8571428571428571,0.6231220227189447,0.3076923076923077,1.0
0.3589743589743589,0.0,0.5,0.0,0.0,0.025,0.8571428571428571,0.1629424697691462,0.38461538461538464,0.0
0.3846153846153846,1.0,0.5,1.0,0.0,0.025,1.0,0.02015390252839868,0.576923076923077,0.0
0.20512820512820518,0.0,0.5,0.0,0.0,0.05,0.8571428571428571,0.1160388420666911,0.3076923076923077,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.025,1.0,0.01044338585562477,0.3076923076923077,0.0
0.17948717948717952,1.0,1.0,1.0,0.0,0.025,1.0,0.0,1.0,0.0
0.23076923076923073,0.0,0.5,0.0,0.0,0.07500000000000001,0.8571428571428571,0.04030780505679736,0.0,0.0
0.6153846153846153,1.0,0.5,1.0,0.17121333181143705,0.0,0.2857142857142857,0.07594356907292048,0.0,0.0
0.3589743589743589,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.016489556614144377,0.0,1.0
0.3589743589743589,0.0,0.5,1.0,0.0,0.0,0.8571428571428571,0.04030780505679736,0.0,1.0
0.33333333333333337,1.0,0.0,0.0,0.0,0.125,0.8571428571428571,0.09527299377061195,0.576923076923077,0.0
0.46153846153846156,1.0,0.0,1.0,0.1141422212076247,0.025,0.8571428571428571,0.16572004397215098,0.9615384615384616,1.0
0.3846153846153846,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.08995969219494321,0.38461538461538464,1.0
0.41025641025641024,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.023818248442652987,0.38461538461538464,1.0
0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.047636496885305975,0.38461538461538464,0.0
0.2564102564102564,0.0,0.0,0.0,0.0,0.025,0.8571428571428571,0.08971784536460242,0.38461538461538464,0.0
0.3589743589743589,0.0,0.0,0.0,0.0,0.1,0.8571428571428571,0.11483693660681568,0.576923076923077,0.0
0.5384615384615384,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.25609014290949067,0.8846153846153847,1.0
0.3846153846153846,1.0,0.5,0.0,0.0,0.025,1.0,0.0,1.0,0.0
0.3076923076923077,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.47636496885305973,0.3076923076923077,1.0
0.4358974358974359,0.0,1.0,1.0,0.0,0.05,0.8571428571428571,0.2674972517405643,0.38461538461538464,0.0
0.28205128205128205,1.0,0.5,0.0,0.0,0.025,1.0,0.0,1.0,0.0
0.3076923076923077,1.0,0.5,0.0,0.0,0.025,1.0,0.0,1.0,0.0
0.4871794871794871,0.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.4104067423964822,0.46153846153846156,1.0
0.2564102564102564,0.0,0.5,0.0,0.0,0.675,0.42857142857142855,0.09344082081348479,0.8076923076923077,0.0
0.5128205128205128,1.0,0.0,1.0,0.0,0.1,0.42857142857142855,0.4268962990106266,0.8076923076923077,1.0
0.3589743589743589,0.0,0.5,1.0,0.0,0.025,0.8571428571428571,0.21436423598387688,0.42307692307692313,0.0
0.6410256410256411,0.0,0.0,1.0,0.0,0.07500000000000001,0.42857142857142855,0.5137412971784536,0.2692307692307693,1.0
0.6153846153846153,0.0,0.0,0.0,0.0,0.025,0.5714285714285714,0.042139978013924516,0.8846153846153847,0.0
0.3846153846153846,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,1.0,0.0
0.33333333333333337,1.0,0.0,1.0,0.1141422212076247,0.07500000000000001,0.8571428571428571,0.49037376328325394,0.3076923076923077,1.0
0.3589743589743589,0.0,0.0,1.0,0.1141422212076247,0.07500000000000001,0.8571428571428571,0.49037376328325394,0.3076923076923077,1.0
0.717948717948718,0.0,0.5,0.0,0.1141422212076247,0.07500000000000001,0.8571428571428571,0.021436423598387686,0.38461538461538464,0.0
0.5128205128205128,1.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.0348112861854159,0.576923076923077,0.0
0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.1905459875412239,0.5,0.0
0.6666666666666666,0.0,1.0,0.0,0.0,0.42500000000000004,0.8571428571428571,0.4580432392817882,0.8846153846153847,0.0
0.4358974358974359,0.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.5294979846097472,0.3076923076923077,1.0
0.3589743589743589,1.0,0.0,0.0,0.0,0.025,0.8571428571428571,0.1740564309270795,0.38461538461538464,0.0
0.41025641025641024,0.0,0.5,0.0,0.0,0.025,1.0,0.014598754122389155,0.38461538461538464,0.0
0.5128205128205128,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.3755954562110663,0.576923076923077,1.0
0.41025641025641024,1.0,0.0,1.0,0.0,0.07500000000000001,0.42857142857142855,0.38438988640527666,0.8076923076923077,1.0
0.4871794871794871,1.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.40124587761084646,0.576923076923077,1.0
0.1282051282051282,1.0,0.0,0.0,0.0,0.025,1.0,0.0,1.0,0.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.17500000000000002,0.8571428571428571,0.5014107731769879,0.11538461538461539,0.0
0.5641025641025641,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.4801648955661414,0.8846153846153847,1.0
0.4358974358974359,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.4801648955661414,0.8846153846153847,1.0
0.717948717948718,0.0,0.5,1.0,0.0,0.025,0.8571428571428571,0.1509234151703921,0.576923076923077,1.0
0.3076923076923077,1.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.3324514474166361,0.576923076923077,1.0
0.2564102564102564,0.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.36643459142543056,0.8846153846153847,1.0
0.23076923076923073,0.0,0.5,1.0,0.0,0.1,0.8571428571428571,0.5388017588860389,0.6538461538461539,1.0
0.41025641025641024,1.0,0.0,0.0,0.0,0.025,0.7142857142857142,0.24550018321729572,0.576923076923077,0.0
0.33333333333333337,1.0,0.0,1.0,0.0,0.025,0.8571428571428571,0.1392451447416636,0.3076923076923077,1.0
0.3076923076923077,1.0,0.5,0.0,0.0,0.025,0.8571428571428571,0.01832172957127153,0.0,0.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.07500000000000001,0.8571428571428571,0.13741297178453646,0.8846153846153847,0.0
0.20512820512820518,1.0,0.5,0.0,0.0,1.0,0.14285714285714285,0.12641993404177354,0.38461538461538464,0.0
0.2564102564102564,1.0,0.0,1.0,0.0,0.05,0.8571428571428571,0.4140710883107365,0.8846153846153847,1.0
0.20512820512820518,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15390252839868082,0.38461538461538464,0.0
0.3076923076923077,1.0,0.5,0.0,0.0,0.1,0.8571428571428571,0.014657383657017221,0.0,0.0
0.4358974358974359,1.0,0.0,1.0,0.0,0.125,0.8571428571428571,0.5807988274093074,0.11538461538461539,1.0
0.3076923076923077,1.0,0.5,0.0,0.0,0.025,1.0,0.03627702455111762,0.2692307692307693,0.0
0.3589743589743589,0.0,0.5,0.0,0.0,0.0,0.42857142857142855,0.04030780505679736,0.0,0.0
0.3846153846153846,1.0,0.0,1.0,0.0,0.07500000000000001,0.8571428571428571,0.45987541223891537,0.3076923076923077,1.0
